policy,depth,failure_mode,run,seed,injection_stage,scenario_id,injected_task_success,final_task_success,cascade_radius,recovery_completeness,time_to_detection_ms,escalated,escalation_latency_ms,annotator,notes
oracle,5,ambiguous_delegation,1,1,1,depth5__ambiguous_delegation__inj1__run0001,True,True,0,1.0,1513.1,False,0.0,yc-real,
oracle,5,ambiguous_delegation,2,2,1,depth5__ambiguous_delegation__inj1__run0002,True,True,0,1.0,1635.4,False,0.0,yc-real,
fixed,5,tool_invocation_error,0,0,1,depth5__tool_invocation_error__inj1__run0000,True,True,0,1.0,1267.1,False,0.0,yc-real,
fixed,5,tool_invocation_error,1,1,1,depth5__tool_invocation_error__inj1__run0001,True,True,0,1.0,1294.1,False,0.0,yc-real,
fixed,5,tool_invocation_error,2,2,1,depth5__tool_invocation_error__inj1__run0002,True,True,0,1.0,1413.9,False,0.0,yc-real,
heuristic,5,tool_invocation_error,0,0,1,depth5__tool_invocation_error__inj1__run0000,True,True,0,1.0,1561.3,False,0.0,yc-real,
heuristic,5,tool_invocation_error,1,1,1,depth5__tool_invocation_error__inj1__run0001,True,True,0,1.0,1906.7,False,0.0,yc-real,
heuristic,5,tool_invocation_error,2,2,1,depth5__tool_invocation_error__inj1__run0002,True,True,0,1.0,1659.1,False,0.0,yc-real,
retry(heuristic),5,tool_invocation_error,0,0,1,depth5__tool_invocation_error__inj1__run0000,True,True,0,1.0,1431.8,False,0.0,yc-real,
retry(heuristic),5,tool_invocation_error,1,1,1,depth5__tool_invocation_error__inj1__run0001,True,True,0,1.0,1289.1,False,0.0,yc-real,
retry(heuristic),5,tool_invocation_error,2,2,1,depth5__tool_invocation_error__inj1__run0002,True,True,0,1.0,1403.0,False,0.0,yc-real,
llm,5,tool_invocation_error,0,0,1,depth5__tool_invocation_error__inj1__run0000,True,True,0,1.0,1518.1,False,0.0,yc-real,
llm,5,tool_invocation_error,1,1,1,depth5__tool_invocation_error__inj1__run0001,True,True,0,1.0,1220.7,False,0.0,yc-real,
llm,5,tool_invocation_error,2,2,1,depth5__tool_invocation_error__inj1__run0002,True,True,0,1.0,2211.8,False,0.0,yc-real,
oracle,5,tool_invocation_error,0,0,1,depth5__tool_invocation_error__inj1__run0000,True,True,0,1.0,1254.6,False,0.0,yc-real,
oracle,5,tool_invocation_error,1,1,1,depth5__tool_invocation_error__inj1__run0001,True,True,0,1.0,1220.5,False,0.0,yc-real,
oracle,5,tool_invocation_error,2,2,1,depth5__tool_invocation_error__inj1__run0002,True,True,0,1.0,1311.6,False,0.0,yc-real,
fixed,5,context_pollution,0,0,1,depth5__context_pollution__inj1__run0000,False,False,3,0.0,6670.3,True,6670.3,yc-real,
fixed,5,context_pollution,1,1,1,depth5__context_pollution__inj1__run0001,False,False,3,0.0,10739.3,True,10739.3,yc-real,
fixed,5,context_pollution,2,2,1,depth5__context_pollution__inj1__run0002,False,False,3,0.0,4537.5,True,4537.5,yc-real,
heuristic,5,context_pollution,0,0,1,depth5__context_pollution__inj1__run0000,False,False,3,0.0,9929.5,True,9929.5,yc-real,
heuristic,5,context_pollution,1,1,1,depth5__context_pollution__inj1__run0001,False,False,3,0.0,5693.2,True,5693.2,yc-real,
heuristic,5,context_pollution,2,2,1,depth5__context_pollution__inj1__run0002,False,False,3,0.0,4702.4,True,4702.4,yc-real,
retry(heuristic),5,context_pollution,0,0,1,depth5__context_pollution__inj1__run0000,False,False,3,0.0,6478.3,True,6478.3,yc-real,
retry(heuristic),5,context_pollution,1,1,1,depth5__context_pollution__inj1__run0001,False,False,3,0.0,6338.8,True,6338.8,yc-real,
retry(heuristic),5,context_pollution,2,2,1,depth5__context_pollution__inj1__run0002,False,False,3,0.0,7247.2,True,7247.2,yc-real,
llm,5,context_pollution,0,0,1,depth5__context_pollution__inj1__run0000,True,True,0,1.0,4585.4,False,0.0,yc-real,
llm,5,context_pollution,1,1,1,depth5__context_pollution__inj1__run0001,False,False,3,0.0,9403.4,True,9403.4,yc-real,
llm,5,context_pollution,2,2,1,depth5__context_pollution__inj1__run0002,True,True,0,1.0,3743.9,False,0.0,yc-real,
oracle,5,context_pollution,0,0,1,depth5__context_pollution__inj1__run0000,True,True,0,1.0,1457.6,False,0.0,yc-real,
oracle,5,context_pollution,1,1,1,depth5__context_pollution__inj1__run0001,True,True,0,1.0,1169.4,False,0.0,yc-real,
oracle,5,context_pollution,2,2,1,depth5__context_pollution__inj1__run0002,True,True,0,1.0,1390.7,False,0.0,yc-real,
fixed,5,conflicting_outputs,0,0,1,depth5__conflicting_outputs__inj1__run0000,False,False,3,0.0,7043.4,True,7043.4,yc-real,
fixed,5,conflicting_outputs,1,1,1,depth5__conflicting_outputs__inj1__run0001,False,False,3,0.0,7780.0,True,7780.0,yc-real,
fixed,5,conflicting_outputs,2,2,1,depth5__conflicting_outputs__inj1__run0002,False,False,3,0.0,5837.2,True,5837.2,yc-real,
heuristic,5,conflicting_outputs,0,0,1,depth5__conflicting_outputs__inj1__run0000,False,False,3,0.0,6901.1,True,6901.1,yc-real,
heuristic,5,conflicting_outputs,1,1,1,depth5__conflicting_outputs__inj1__run0001,False,False,3,0.0,7076.2,True,7076.2,yc-real,
heuristic,5,conflicting_outputs,2,2,1,depth5__conflicting_outputs__inj1__run0002,False,False,3,0.0,6450.1,True,6450.1,yc-real,
retry(heuristic),5,conflicting_outputs,0,0,1,depth5__conflicting_outputs__inj1__run0000,False,False,3,0.0,10726.9,True,10726.9,yc-real,
retry(heuristic),5,conflicting_outputs,1,1,1,depth5__conflicting_outputs__inj1__run0001,False,False,3,0.0,11034.4,True,11034.4,yc-real,
retry(heuristic),5,conflicting_outputs,2,2,1,depth5__conflicting_outputs__inj1__run0002,False,False,3,0.0,9830.6,True,9830.6,yc-real,
llm,5,conflicting_outputs,0,0,1,depth5__conflicting_outputs__inj1__run0000,True,True,0,1.0,4723.9,False,0.0,yc-real,
llm,5,conflicting_outputs,1,1,1,depth5__conflicting_outputs__inj1__run0001,True,True,0,1.0,5658.7,False,0.0,yc-real,
llm,5,conflicting_outputs,2,2,1,depth5__conflicting_outputs__inj1__run0002,True,True,0,1.0,5532.1,False,0.0,yc-real,
oracle,5,conflicting_outputs,0,0,1,depth5__conflicting_outputs__inj1__run0000,True,True,0,1.0,3330.0,False,0.0,yc-real,
oracle,5,conflicting_outputs,1,1,1,depth5__conflicting_outputs__inj1__run0001,True,True,0,1.0,3789.8,False,0.0,yc-real,
oracle,5,conflicting_outputs,2,2,1,depth5__conflicting_outputs__inj1__run0002,True,True,0,1.0,2534.9,False,0.0,yc-real,
fixed,5,premature_action,0,0,1,depth5__premature_action__inj1__run0000,False,False,3,0.0,6019.3,True,6019.3,yc-real,
fixed,5,premature_action,1,1,1,depth5__premature_action__inj1__run0001,False,False,3,0.0,7729.2,True,7729.2,yc-real,
fixed,5,premature_action,2,2,1,depth5__premature_action__inj1__run0002,False,False,3,0.0,5426.8,True,5426.8,yc-real,
heuristic,5,premature_action,0,0,1,depth5__premature_action__inj1__run0000,False,False,3,0.0,12357.1,True,12357.1,yc-real,
heuristic,5,premature_action,1,1,1,depth5__premature_action__inj1__run0001,False,False,3,0.0,7694.9,True,7694.9,yc-real,
heuristic,5,premature_action,2,2,1,depth5__premature_action__inj1__run0002,False,False,3,0.0,7062.7,True,7062.7,yc-real,
retry(heuristic),5,premature_action,0,0,1,depth5__premature_action__inj1__run0000,False,False,3,0.0,8356.9,True,8356.9,yc-real,
retry(heuristic),5,premature_action,1,1,1,depth5__premature_action__inj1__run0001,False,False,3,0.0,10984.4,True,10984.4,yc-real,
retry(heuristic),5,premature_action,2,2,1,depth5__premature_action__inj1__run0002,False,False,3,0.0,9020.8,True,9020.8,yc-real,
llm,5,premature_action,0,0,1,depth5__premature_action__inj1__run0000,True,True,0,1.0,4506.4,False,0.0,yc-real,
llm,5,premature_action,1,1,1,depth5__premature_action__inj1__run0001,True,True,0,1.0,9426.9,False,0.0,yc-real,
llm,5,premature_action,2,2,1,depth5__premature_action__inj1__run0002,True,True,0,1.0,4066.9,False,0.0,yc-real,
oracle,5,premature_action,0,0,1,depth5__premature_action__inj1__run0000,True,True,0,1.0,2513.1,False,0.0,yc-real,
oracle,5,premature_action,1,1,1,depth5__premature_action__inj1__run0001,True,True,0,1.0,2932.7,False,0.0,yc-real,
oracle,5,premature_action,2,2,1,depth5__premature_action__inj1__run0002,True,True,0,1.0,3688.7,False,0.0,yc-real,
fixed,7,ambiguous_delegation,0,0,1,depth7__ambiguous_delegation__inj1__run0000,False,False,5,0.0,9776.6,True,9776.6,yc-real,
fixed,7,ambiguous_delegation,1,1,1,depth7__ambiguous_delegation__inj1__run0001,False,False,5,0.0,11003.7,True,11003.7,yc-real,
fixed,7,ambiguous_delegation,2,2,1,depth7__ambiguous_delegation__inj1__run0002,True,True,0,1.0,2518.7,False,0.0,yc-real,
heuristic,7,ambiguous_delegation,0,0,1,depth7__ambiguous_delegation__inj1__run0000,False,False,5,0.0,19963.7,True,19963.7,yc-real,
heuristic,7,ambiguous_delegation,1,1,1,depth7__ambiguous_delegation__inj1__run0001,False,False,5,0.0,8121.1,True,8121.1,yc-real,
heuristic,7,ambiguous_delegation,2,2,1,depth7__ambiguous_delegation__inj1__run0002,True,True,0,1.0,2488.5,False,0.0,yc-real,
retry(heuristic),7,ambiguous_delegation,0,0,1,depth7__ambiguous_delegation__inj1__run0000,False,False,5,0.0,19485.0,True,19485.0,yc-real,
retry(heuristic),7,ambiguous_delegation,1,1,1,depth7__ambiguous_delegation__inj1__run0001,False,False,5,0.0,17877.8,True,17877.8,yc-real,
retry(heuristic),7,ambiguous_delegation,2,2,1,depth7__ambiguous_delegation__inj1__run0002,True,True,0,1.0,1691.4,False,0.0,yc-real,
llm,7,ambiguous_delegation,0,0,1,depth7__ambiguous_delegation__inj1__run0000,True,True,0,1.0,4602.6,False,0.0,yc-real,
llm,7,ambiguous_delegation,1,1,1,depth7__ambiguous_delegation__inj1__run0001,False,False,5,0.0,10666.0,True,10666.0,yc-real,
llm,7,ambiguous_delegation,2,2,1,depth7__ambiguous_delegation__inj1__run0002,True,True,0,1.0,1668.0,False,0.0,yc-real,
oracle,7,ambiguous_delegation,0,0,1,depth7__ambiguous_delegation__inj1__run0000,True,True,0,1.0,1722.9,False,0.0,yc-real,
oracle,7,ambiguous_delegation,1,1,1,depth7__ambiguous_delegation__inj1__run0001,True,True,0,1.0,1615.6,False,0.0,yc-real,
oracle,7,ambiguous_delegation,2,2,1,depth7__ambiguous_delegation__inj1__run0002,True,True,0,1.0,1742.7,False,0.0,yc-real,
fixed,7,tool_invocation_error,0,0,1,depth7__tool_invocation_error__inj1__run0000,True,True,0,1.0,1618.8,False,0.0,yc-real,
fixed,7,tool_invocation_error,1,1,1,depth7__tool_invocation_error__inj1__run0001,True,True,0,1.0,1433.5,False,0.0,yc-real,
fixed,7,tool_invocation_error,2,2,1,depth7__tool_invocation_error__inj1__run0002,True,True,0,1.0,1335.1,False,0.0,yc-real,
heuristic,7,tool_invocation_error,0,0,1,depth7__tool_invocation_error__inj1__run0000,True,True,0,1.0,1499.8,False,0.0,yc-real,
heuristic,7,tool_invocation_error,1,1,1,depth7__tool_invocation_error__inj1__run0001,True,True,0,1.0,1331.3,False,0.0,yc-real,
heuristic,7,tool_invocation_error,2,2,1,depth7__tool_invocation_error__inj1__run0002,True,True,0,1.0,1230.6,False,0.0,yc-real,
retry(heuristic),7,tool_invocation_error,0,0,1,depth7__tool_invocation_error__inj1__run0000,True,True,0,1.0,1515.5,False,0.0,yc-real,
retry(heuristic),7,tool_invocation_error,1,1,1,depth7__tool_invocation_error__inj1__run0001,True,True,0,1.0,1321.2,False,0.0,yc-real,
retry(heuristic),7,tool_invocation_error,2,2,1,depth7__tool_invocation_error__inj1__run0002,True,True,0,1.0,1448.0,False,0.0,yc-real,
llm,7,tool_invocation_error,0,0,1,depth7__tool_invocation_error__inj1__run0000,True,True,0,1.0,1205.2,False,0.0,yc-real,
llm,7,tool_invocation_error,1,1,1,depth7__tool_invocation_error__inj1__run0001,True,True,0,1.0,1206.8,False,0.0,yc-real,
llm,7,tool_invocation_error,2,2,1,depth7__tool_invocation_error__inj1__run0002,True,True,0,1.0,1383.1,False,0.0,yc-real,
oracle,7,tool_invocation_error,0,0,1,depth7__tool_invocation_error__inj1__run0000,True,True,0,1.0,1410.7,False,0.0,yc-real,
oracle,7,tool_invocation_error,1,1,1,depth7__tool_invocation_error__inj1__run0001,True,True,0,1.0,1179.0,False,0.0,yc-real,
oracle,7,tool_invocation_error,2,2,1,depth7__tool_invocation_error__inj1__run0002,True,True,0,1.0,1330.1,False,0.0,yc-real,
fixed,7,context_pollution,0,0,1,depth7__context_pollution__inj1__run0000,False,False,5,0.0,7289.0,True,7289.0,yc-real,
fixed,7,context_pollution,1,1,1,depth7__context_pollution__inj1__run0001,False,False,5,0.0,8894.1,True,8894.1,yc-real,
fixed,7,context_pollution,2,2,1,depth7__context_pollution__inj1__run0002,False,False,5,0.0,10341.4,True,10341.4,yc-real,
heuristic,7,context_pollution,0,0,1,depth7__context_pollution__inj1__run0000,False,False,5,0.0,12219.2,True,12219.2,yc-real,
heuristic,7,context_pollution,1,1,1,depth7__context_pollution__inj1__run0001,False,False,5,0.0,9015.7,True,9015.7,yc-real,
heuristic,7,context_pollution,2,2,1,depth7__context_pollution__inj1__run0002,False,False,5,0.0,7561.6,True,7561.6,yc-real,
retry(heuristic),7,context_pollution,0,0,1,depth7__context_pollution__inj1__run0000,False,False,5,0.0,9599.8,True,9599.8,yc-real,
retry(heuristic),7,context_pollution,1,1,1,depth7__context_pollution__inj1__run0001,False,False,5,0.0,13562.9,True,13562.9,yc-real,
retry(heuristic),7,context_pollution,2,2,1,depth7__context_pollution__inj1__run0002,False,False,5,0.0,9829.3,True,9829.3,yc-real,
llm,7,context_pollution,0,0,1,depth7__context_pollution__inj1__run0000,True,True,0,1.0,3470.4,False,0.0,yc-real,
llm,7,context_pollution,1,1,1,depth7__context_pollution__inj1__run0001,False,False,5,0.0,15144.6,True,15144.6,yc-real,
llm,7,context_pollution,2,2,1,depth7__context_pollution__inj1__run0002,True,True,0,1.0,4098.1,False,0.0,yc-real,
oracle,7,context_pollution,0,0,1,depth7__context_pollution__inj1__run0000,True,True,0,1.0,1467.2,False,0.0,yc-real,
oracle,7,context_pollution,1,1,1,depth7__context_pollution__inj1__run0001,True,True,0,1.0,1551.6,False,0.0,yc-real,
oracle,7,context_pollution,2,2,1,depth7__context_pollution__inj1__run0002,True,True,0,1.0,1373.7,False,0.0,yc-real,
fixed,7,conflicting_outputs,0,0,1,depth7__conflicting_outputs__inj1__run0000,False,False,5,0.0,9491.7,True,9491.7,yc-real,
fixed,7,conflicting_outputs,1,1,1,depth7__conflicting_outputs__inj1__run0001,False,False,5,0.0,10148.4,True,10148.4,yc-real,
fixed,7,conflicting_outputs,2,2,1,depth7__conflicting_outputs__inj1__run0002,False,False,5,0.0,9361.6,True,9361.6,yc-real,
heuristic,7,conflicting_outputs,0,0,1,depth7__conflicting_outputs__inj1__run0000,False,False,5,0.0,9299.8,True,9299.8,yc-real,
heuristic,7,conflicting_outputs,1,1,1,depth7__conflicting_outputs__inj1__run0001,False,False,5,0.0,9774.3,True,9774.3,yc-real,
heuristic,7,conflicting_outputs,2,2,1,depth7__conflicting_outputs__inj1__run0002,False,False,5,0.0,8435.8,True,8435.8,yc-real,
retry(heuristic),7,conflicting_outputs,0,0,1,depth7__conflicting_outputs__inj1__run0000,False,False,5,0.0,16479.7,True,16479.7,yc-real,
